chromosome	start	end	length
Pa7	2075635	2075929	294
Pa7	2076223	2076517	294
Pa7	2076811	2077105	294
Pa7	2077399	2077693	294
Pa7	2077987	2078281	294
Pa7	2078575	2078869	294
Pa7	2079163	2079457	294
Pa7	2079751	2080045	294
Pa7	2080339	2080633	294
Pa7	2080927	2081221	294
Pa7	2081515	2081809	294
Pa7	2082103	2082397	294
Pa7	2082691	2082985	294
Pa7	2083279	2083573	294
Pa7	2083867	2084161	294
Pa7	2084455	2084749	294
Pa7	2085043	2085337	294
Pa7	2085631	2085925	294
Pa7	2086219	2086513	294
Pa7	2086807	2087101	294
Pa7	2087395	2087689	294
Pa7	2087983	2088277	294
Pa7	2088571	2088865	294
Pa7	2089159	2089453	294
Pa7	2089747	2090041	294
Pa7	2090335	2090629	294
Pa7	2090923	2091217	294
Pa7	2091511	2091805	294
Pa7	2092099	2092393	294
Pa7	2092687	2092981	294
Pa7	2093275	2093569	294
Pa7	2093863	2094157	294
Pa7	2094451	2094745	294
Pa7	2095039	2095158	119
Pa7	2095081	2104158	9077
Pa7	2104138	2104333	195
Pa7	2104627	2104921	294
Pa7	2105215	2105509	294
Pa7	2105803	2106097	294
Pa7	2106391	2106685	294
Pa7	2106819	2107239	420
Pa7	2107226	2107305	79
Pa7	2107294	2108990	1696
Pa7	2108976	2111341	2365
Pa7	2112171	2112272	101
Pa7	2113613	2113711	98
Pa7	2114365	2114438	73
Pa7	2114379	2114760	381
Pa7	2114748	2115881	1133
Pa7	2115867	2115983	116
Pa7	2116636	2116737	101
Pa7	2117241	2117290	49
Pa7	2117281	2117516	235
Pa7	2118552	2118654	102
Pa7	2118847	2118911	64
Pa7	2119910	2120012	102
Pa7	2121197	2121299	102
Pa7	2124753	2124854	101
Pa7	2127551	2127638	87
Pa7	2129066	2129135	69
Pa7	2134741	2134832	91
Pa7	2138097	2138178	81
Pa7	2138107	2140442	2335
Pa7	2141418	2141607	189
Pa7	2143189	2143631	442
Pa7	2145591	2145617	26
Pa7	2148688	2148749	61
Pa7	2149252	2150122	870
Pa7	2150132	2154314	4182
Pa7	2154312	2155333	1021
Pa7	2155334	2168693	13359
Pa7	2168694	2169383	689
Pa7	2169384	2170018	634
Pa7	2170020	2172394	2374
Pa7	2172395	2177170	4775
Pa7	2177171	2178072	901
Pa7	2178952	2178990	38
Pa7	2190460	2190495	35
Pa7	2190553	2192011	1458
Pa7	2192247	2192979	732
Pa7	2193053	2193174	121
Pa7	2193112	2194084	972
Pa7	2194468	2197215	2747
Pa7	2200367	2200575	208
Pa7	2200748	2200917	169
Pa7	2201934	2203750	1816
Pa7	2203954	2204157	203
Pa7	2204149	2205315	1166
Pa7	2205761	2205937	176
Pa7	2206194	2207209	1015
Pa7	2207499	2207916	417
Pa7	2207982	2209218	1236
Pa7	2209207	2209693	486
Pa7	2209694	2210125	431
Pa7	2210121	2211045	924
Pa7	2211810	2211878	68
Pa7	2212719	2212806	87
Pa7	2213893	2214956	1063
Pa7	2214957	2215498	541
Pa7	2215488	2216097	609
Pa7	2216200	2216278	78
Pa7	2216851	2216885	34
Pa7	2217783	2217876	93
Pa7	2219667	2219760	93
Pa7	2222988	2223081	93
Pa7	2224995	2225090	95
Pa7	2225937	2225979	42
Pa7	2226238	2226290	52
Pa7	2226557	2226645	88
Pa7	2229381	2229482	101
Pa7	2230223	2230403	180
Pa7	2230404	2230479	75
Pa7	2230497	2230598	101
Pa7	2232130	2232232	102
Pa7	2232990	2233863	873
Pa7	2235330	2235358	28
Pa7	2236485	2236513	28
Pa7	2237980	2238853	873
Pa7	2239611	2239713	102
Pa7	2241245	2241769	524
Pa7	2241770	2242078	308
Pa7	2242136	2246869	4733
Pa7	2246870	2247156	286
Pa7	2247156	2247525	369
Pa7	2247657	2248129	472
Pa7	2252905	2252999	94
Pa7	2253067	2253096	29
Pa7	2253097	2253615	518
Pa7	2253169	2253953	784
Pa7	2253957	2255586	1629
Pa7	2257058	2257953	895
Pa7	2262407	2262882	475
Pa7	2264800	2265676	876
Pa7	2282177	2282201	24
Pa7	2286397	2286655	258
Pa7	2287004	2287042	38
Pa7	2288480	2288572	92
Pa7	2293752	2293779	27
Pa7	2296170	2296188	18
Pa7	2296281	2296319	38
Pa7	2303402	2303427	25
Pa7	2304937	2304967	30
Pa7	2308616	2308636	20
Pa7	2308831	2308863	32
Pa7	2312816	2312846	30
Pa7	2314356	2314381	25
Pa7	2322367	2324114	1747
Pa7	2324193	2325653	1460
Pa7	2326045	2326650	605
Pa7	2327090	2327155	65
Pa7	2327292	2327440	148
Pa7	2327313	2327587	274
Pa7	2327847	2328319	472
Pa7	2330071	2330089	18
Pa7	2344426	2345097	671
Pa7	2345741	2346908	1167
Pa7	2348805	2349323	518
Pa7	2350218	2350255	37
Pa7	2350796	2350982	186
Pa7	2351978	2352010	32
Pa7	2352954	2353527	573
Pa7	2354667	2355522	855
Pa7	2355740	2356858	1118
Pa7	2364252	2367878	3626
Pa7	2367868	2368172	304
Pa7	2370141	2370157	16
Pa7	2378893	2378915	22
Pa7	2379126	2379622	496
Pa7	2379887	2380786	899
Pa7	2381233	2382285	1052
Pa7	2394112	2395012	900
Pa7	2398413	2399034	621
Pa7	2411203	2411431	228
Pa7	2411435	2412010	575
Pa7	2412011	2415465	3454
Pa7	2415698	2416156	458
Pa7	2416157	2416264	107
Pa7	2416265	2418577	2312
Pa7	2418592	2418699	107
Pa7	2418700	2421012	2312
Pa7	2421027	2421134	107
Pa7	2421135	2423447	2312
Pa7	2423462	2423569	107
Pa7	2423570	2425882	2312
Pa7	2425897	2426004	107
Pa7	2426005	2428318	2313
Pa7	2430065	2430256	191
Pa7	2430384	2431526	1142
Pa7	2431628	2433093	1465
Pa7	2433565	2433596	31
Pa7	2434530	2435998	1468
Pa7	2436211	2441300	5089
Pa7	2443985	2446298	2313
Pa7	2446299	2446406	107
Pa7	2446421	2448711	2290
Pa7	2448712	2448819	107
Pa7	2448834	2451146	2312
Pa7	2451147	2451254	107
Pa7	2451269	2457034	5765
Pa7	2457028	2460199	3171
Pa7	2460223	2460373	150
Pa7	2460323	2460349	26
Pa7	2460350	2467449	7099
Pa7	2467483	2467633	150
Pa7	2467583	2467652	69
Pa7	2467601	2467778	177
Pa7	2467750	2471194	3444
Pa7	2469588	2477063	7475
Pa7	2477064	2477642	578
Pa7	2477640	2478623	983
Pa7	2478794	2478887	93
Pa7	2478839	2480365	1526
Pa7	2480787	2481498	711
Pa7	2481499	2482171	672
Pa7	2484215	2490871	6656
Pa7	2490872	2491015	143
Pa7	2491016	2498121	7105
Pa7	2498122	2498265	143
Pa7	2498266	2505370	7104
Pa7	2505371	2513359	7988
Pa7	2513592	2514050	458
Pa7	2514051	2514158	107
Pa7	2514120	2514180	60
Pa7	2514861	2515466	605
Pa7	2515571	2515918	347
Pa7	2516019	2516831	812
Pa7	2517064	2518512	1448
Pa7	2517475	2518644	1169
Pa7	2519130	2520384	1254
Pa7	2520916	2521374	458
Pa7	2521375	2521482	107
Pa7	2521483	2523795	2312
Pa7	2523810	2523917	107
Pa7	2523918	2526230	2312
Pa7	2526245	2526352	107
Pa7	2526353	2528665	2312
Pa7	2528680	2528787	107
Pa7	2528788	2534822	6034
Pa7	2534823	2538790	3967
Pa7	2538791	2542071	3280
Pa7	2542072	2542222	150
Pa7	2542246	2546213	3967
Pa7	2546214	2549486	3272
Pa7	2549458	2549761	303
Pa7	2549762	2553729	3967
Pa7	2553730	2557010	3280
Pa7	2557011	2557161	150
Pa7	2557185	2561152	3967
Pa7	2561153	2564425	3272
Pa7	2564397	2564700	303
Pa7	2564701	2568668	3967
Pa7	2568669	2571949	3280
Pa7	2571950	2572100	150
Pa7	2572124	2572822	698
Pa7	2575583	2577903	2320
Pa7	2577890	2579918	2028
Pa7	2579932	2580501	569
Pa7	2581441	2582588	1147
Pa7	2582745	2582887	142
Pa7	2583290	2584038	748
Pa7	2584347	2589676	5329
Pa7	2589750	2594974	5224
Pa7	2596176	2602736	6560
Pa7	2603966	2604168	202
Pa7	2605798	2606441	643
Pa7	2607953	2609098	1145
Pa7	2609682	2610161	479
Pa7	2609990	2610391	401
Pa7	2610918	2612472	1554
Pa7	2612473	2612797	324
Pa7	2616552	2622024	5472
Pa7	2622624	2628096	5472
Pa7	2631851	2632175	324
Pa7	2632176	2633730	1554
Pa7	2634257	2634658	401
Pa7	2634487	2634966	479
Pa7	2635550	2636695	1145
Pa7	2638207	2638850	643
Pa7	2639690	2639846	156
Pa7	2639908	2641149	1241
Pa7	2644317	2644345	28
Pa7	2644848	2644919	71
Pa7	2654652	2654695	43
Pa7	2654696	2654756	60
Pa7	2656946	2657008	62
Pa7	2659819	2659859	40
Pa7	2662005	2662043	38
Pa7	2663218	2663627	409
Pa7	2665216	2665287	71
Pa7	2675527	2675557	30
Pa7	2676173	2676584	411
Pa7	2676617	2677023	406
Pa7	2677127	2677296	169
Pa7	2677833	2678724	891
Pa7	2678889	2681004	2115
Pa7	2682266	2682478	212
Pa7	2682464	2682608	144
Pa7	2683644	2683957	313
Pa7	2683803	2684008	205
Pa7	2686025	2686759	734
Pa7	2687048	2687592	544
Pa7	2688549	2688731	182
Pa7	2691359	2693794	2435
Pa7	2693465	2694167	702
Pa7	2697254	2697279	25
Pa7	2701297	2701484	187
Pa7	2717361	2717402	41
Pa7	2717798	2717850	52
Pa7	2722556	2722582	26
Pa7	2724542	2726071	1529
Pa7	2729485	2729503	18
Pa7	2729563	2730119	556
Pa7	2730820	2731125	305
Pa7	2731188	2731473	285
Pa7	2732861	2733931	1070
Pa7	2734128	2734258	130
Pa7	2734808	2735282	474
Pa7	2736015	2737109	1094
Pa7	2739798	2739847	49
Pa7	2750596	2750628	32
Pa7	2751663	2751695	32
Pa7	2752722	2752754	32
Pa7	2753789	2753821	32
Pa7	2755273	2755317	44
Pa7	2756589	2756634	45
Pa7	2767066	2767110	44
Pa7	2768562	2768594	32
Pa7	2768595	2768618	23
Pa7	2772098	2773019	921
Pa7	2773015	2773724	709
Pa7	2773830	2773898	68
Pa7	2777015	2777048	33
Pa7	2778442	2778470	28
Pa7	2779446	2779494	48
Pa7	2779938	2780351	413
Pa7	2780594	2780807	213
Pa7	2781191	2782069	878
Pa7	2782190	2784606	2416
Pa7	2792612	2795028	2416
Pa7	2795149	2796027	878
Pa7	2799397	2799438	41
Pa7	2801989	2802151	162
Pa7	2802727	2803150	423
Pa7	2803237	2803399	162
Pa7	2814929	2814965	36
Pa7	2815089	2815574	485
Pa7	2816225	2817056	831
Pa7	2818085	2818160	75
Pa7	2818304	2818345	41
Pa7	2820168	2820493	325
Pa7	2820476	2824222	3746
Pa7	2829385	2831732	2347
Pa7	2834633	2834680	47
Pa7	2842326	2842372	46
Pa7	2843043	2843074	31
Pa7	2853426	2853476	50
Pa7	2858662	2858712	50
Pa7	2866497	2866525	28
Pa7	2868339	2868376	37
Pa7	2870303	2870905	602
Pa7	2872511	2873341	830
Pa7	2875137	2875166	29
Pa7	2879017	2879072	55
Pa7	2883937	2883969	32
Pa7	2884225	2884251	26
Pa7	2884507	2884545	38
Pa7	2884801	2884839	38
Pa7	2885095	2885127	32
Pa7	2885383	2885409	26
Pa7	2885665	2885703	38
Pa7	2885959	2885991	32
Pa7	2886247	2886285	38
Pa7	2886541	2886579	38
Pa7	2886844	2886876	32
Pa7	2887037	2887066	29
Pa7	2888980	2891407	2427
Pa7	2895111	2895272	161
Pa7	2910238	2910266	28
Pa7	2914452	2914483	31
Pa7	2915599	2915966	367
Pa7	2922314	2922353	39
Pa7	2937057	2939520	2463
Pa7	2939521	2944274	4753
Pa7	2944239	2945614	1375
Pa7	2945612	2946085	473
Pa7	2946084	2947875	1791
Pa7	2948538	2949202	664
Pa7	2949968	2950000	32
Pa7	2950001	2952703	2702
Pa7	2952704	2957893	5189
Pa7	2957891	2958034	143
Pa7	2958033	2958426	393
Pa7	2958283	2958450	167
Pa7	2958424	2958804	380
Pa7	2958849	2959030	181
Pa7	2959701	2964026	4325
Pa7	2962093	2965208	3115
Pa7	2965379	2965467	88
Pa7	2965424	2966869	1445
Pa7	2967291	2968676	1385
Pa7	2968735	2968768	33
Pa7	2970068	2970421	353
Pa7	2970735	2972871	2136
Pa7	2972872	2973121	249
Pa7	2973098	2973778	680
Pa7	2973779	2978293	4514
Pa7	2978294	2978978	684
Pa7	2979670	2980251	581
Pa7	2980777	2982587	1810
Pa7	2982586	2982632	46
Pa7	2982739	2983464	725
Pa7	2984824	2986052	1228
Pa7	2986119	2986672	553
Pa7	2991914	2993632	1718
Pa7	2999154	2999179	25
Pa7	2999528	2999777	249
Pa7	2999657	3000222	565
Pa7	3000715	3001706	991
Pa7	3002335	3004756	2421
Pa7	3004474	3005880	1406
Pa7	3005879	3006352	473
Pa7	3006353	3010030	3677
Pa7	3015667	3015741	74
Pa7	3016579	3018307	1728
Pa7	3018259	3018320	61
Pa7	3018365	3019095	730
Pa7	3020513	3023241	2728
Pa7	3023614	3023637	23
Pa7	3030722	3030754	32
Pa7	3030755	3030787	32
Pa7	3032993	3033029	36
Pa7	3035281	3035325	44
Pa7	3037987	3038045	58
Pa7	3044865	3044900	35
Pa7	3050134	3050183	49
Pa7	3050428	3050469	41
Pa7	3050847	3050887	40
Pa7	3054810	3054839	29
Pa7	3056192	3056214	22
Pa7	3060064	3060080	16
Pa7	3060351	3060388	37
Pa7	3063348	3063385	37
Pa7	3063451	3063481	30
Pa7	3063656	3063672	16
Pa7	3071499	3071524	25
Pa7	3072940	3073664	724
Pa7	3074146	3074169	23
Pa7	3076832	3076848	16
Pa7	3077089	3077415	326
Pa7	3078993	3079018	25
Pa7	3087020	3087152	132
Pa7	3087066	3087191	125
Pa7	3087188	3087579	391
Pa7	3091481	3098389	6908
Pa7	3098375	3101205	2830
Pa7	3101200	3102829	1629
Pa7	3102781	3102883	102
Pa7	3103564	3103592	28
Pa7	3104632	3107012	2380
Pa7	3107013	3107044	31
Pa7	3109695	3109779	84
Pa7	3109716	3109828	112
Pa7	3109803	3110832	1029
Pa7	3110832	3111599	767
Pa7	3113507	3113550	43
Pa7	3114158	3116623	2465
Pa7	3116289	3119265	2976
Pa7	3124319	3124465	146
Pa7	3137009	3137037	28
Pa7	3152002	3152023	21
Pa7	3152478	3152688	210
Pa7	3153997	3156357	2360
Pa7	3156358	3156392	34
Pa7	3156393	3156539	146
Pa7	3160999	3163237	2238
Pa7	3169326	3170004	678
Pa7	3169991	3174214	4223
Pa7	3175836	3178401	2565
Pa7	3178261	3178448	187
Pa7	3180902	3182637	1735
Pa7	3218144	3219265	1121
Pa7	3218617	3220342	1725
Pa7	3221314	3221482	168
Pa7	3221548	3221816	268
Pa7	3222812	3226649	3837
Pa7	3226644	3227126	482
Pa7	3227127	3227801	674
Pa7	3227802	3228849	1047
Pa7	3246388	3248628	2240
Pa7	3248546	3250253	1707
Pa7	3255855	3258761	2906
Pa7	3264052	3264098	46
Pa7	3271904	3272190	286
Pa7	3279693	3279749	56
Pa7	3283039	3283073	34
Pa7	3284874	3285228	354
Pa7	3285238	3285343	105
Pa7	3285334	3285608	274
Pa7	3285602	3285837	235
Pa7	3285835	3287034	1199
Pa7	3287030	3287741	711
Pa7	3299916	3299957	41
Pa7	3303917	3303948	31
Pa7	3303995	3304204	209
Pa7	3308225	3308255	30
Pa7	3310339	3310759	420
Pa7	3311862	3311894	32
Pa7	3316079	3316788	709
Pa7	3316784	3317983	1199
Pa7	3317981	3318145	164
Pa7	3318200	3318255	55
Pa7	3321523	3321922	399
Pa7	3323732	3323944	212
Pa7	3326645	3326688	43
Pa7	3327251	3327858	607
Pa7	3331979	3332080	101
Pa7	3333080	3333384	304
Pa7	3333416	3333690	274
Pa7	3343782	3343810	28
Pa7	3350172	3350471	299
Pa7	3350521	3350816	295
Pa7	3353276	3353540	264
Pa7	3353568	3353856	288
Pa7	3357001	3357037	36
Pa7	3364762	3367500	2738
Pa7	3365231	3371110	5879
Pa7	3371134	3371280	146
Pa7	3371255	3375980	4725
Pa7	3375974	3381868	5894
Pa7	3381869	3381921	52
Pa7	3381646	3382037	391
Pa7	3382004	3386626	4622
Pa7	3386627	3406241	19614
Pa7	3404242	3410091	5849
Pa7	3410092	3410204	112
Pa7	3410205	3414832	4627
Pa7	3414833	3429736	14903
Pa7	3429737	3438298	8561
Pa7	3438299	3438422	123
Pa7	3438423	3443049	4626
Pa7	3443050	3457954	14904
Pa7	3457955	3466512	8557
Pa7	3466513	3466669	156
Pa7	3466640	3481152	14512
Pa7	3481153	3486373	5220
Pa7	3486374	3494378	8004
Pa7	3500540	3500560	20
Pa7	3501624	3501658	34
Pa7	3502663	3503335	672
Pa7	3503314	3503665	351
Pa7	3503651	3503883	232
Pa7	3505352	3505425	73
Pa7	3508003	3508534	531
Pa7	3510775	3510828	53
Pa7	3510942	3510999	57
Pa7	3511077	3511127	50
Pa7	3511595	3511669	74
Pa7	3511857	3513259	1402
Pa7	3513349	3513575	226
Pa7	3513504	3513944	440
Pa7	3513597	3518369	4772
Pa7	3518866	3521085	2219
Pa7	3521086	3521682	596
Pa8	1	534	533
Pa8	535	2756	2221
Pa8	2751	3358	607
Pa8	5191	5262	71
Pa8	5264	5738	474
Pa8	5737	6408	671
Pa8	6409	7310	901
Pa8	7311	9104	1793
Pa8	9104	9859	755
Pa8	9851	12824	2973
Pa8	11941	13708	1767
Pa8	14395	14428	33
Pa8	35436	38914	3478
Pa8	40861	40874	13
Pa8	40875	40930	55
Pa8	43517	43544	27
Pa8	60952	61036	84
Pa8	62514	62774	260
Pa8	62835	63420	585
Pa8	70298	71275	977
Pa8	78929	78963	34
Pa8	81270	81802	532
Pa8	81936	83929	1993
Pa8	83931	84478	547
Pa8	84479	85297	818
Pa8	85414	85663	249
Pa8	85724	86320	596
Pa8	86281	86387	106
Pa8	86817	86859	42
Pa8	88973	89029	56
Pa8	91540	92133	593
Pa8	94966	97277	2311
Pa8	97284	97363	79
Pa8	100808	100833	25
Pa8	100983	103766	2783
Pa8	103668	103782	114
Pa8	104030	104059	29
Pa8	106897	109107	2210
Pa8	112266	112286	20
Pa8	115751	116062	311
Pa8	116061	116535	474
Pa8	116537	120004	3467
Pa8	119121	120888	1767
Pa8	124941	127487	2546
Pa8	131535	131584	49
Pa8	132885	132944	59
Pa8	133310	133592	282
Pa8	133613	135795	2182
Pa8	135783	135970	187
Pa8	136527	136999	472
Pa8	137821	137841	20
Pa8	137842	137885	43
Pa8	142161	142203	42
Pa8	145798	145844	46
Pa8	158109	158197	88
Pa8	158135	158262	127
Pa8	158149	160925	2776
Pa8	168160	168199	39
Pa8	173273	174134	861
Pa8	174152	174197	45
Pa8	176078	176545	467
Pa8	176544	177198	654
Pa8	177791	177854	63
Pa8	177802	177897	95
Pa8	177872	177995	123
Pa8	179132	179160	28
Pa8	181252	181280	28
Pa8	195360	195387	27
Pa8	203023	203054	31
Pa8	215876	228548	12672
Pa8	228549	228617	68
Pa8	228803	229015	212
Pa8	229002	229110	108
Pa8	229084	229137	53
Pa8	241860	244347	2487
Pa8	244418	244470	52
Pa8	244577	245259	682
Pa8	245375	245405	30
Pa8	245380	246344	964
Pa8	246337	246959	622
Pa8	246952	246987	35
Pa8	247097	252390	5293
Pa8	251666	253266	1600
Pa8	253949	254003	54
Pa8	256939	262163	5224
Pa8	262670	262695	25
Pa8	273299	273760	461
Pa8	273765	274139	374
Pa8	274227	274251	24
Pa8	279552	279761	209
Pa8	281014	281154	140
Pa8	282820	282888	68
Pa8	284139	284182	43
Pa8	284717	284769	52
Pa8	284816	286214	1398
Pa8	286107	286227	120
Pa8	286307	286912	605
Pa8	286609	287576	967
Pa8	287586	288399	813
Pa8	288823	290411	1588
Pa8	290835	291648	813
Pa8	291658	292625	967
Pa8	292322	292927	605
Pa8	293007	293127	120
Pa8	293020	293902	882
Pa8	305411	307047	1636
Pa8	307196	307252	56
Pa8	307310	307855	545
Pa8	307856	308333	477
Pa8	308335	316026	7691
Pa8	315862	316507	645
Pa8	316603	316666	63
Pa8	316668	316944	276
Pa8	316955	317219	264
Pa8	319207	319234	27
Pa8	326931	326968	37
Pa8	333778	333795	17
Pa8	355203	355251	48
Pa8	355953	355987	34
Pa8	356534	356576	42
Pa8	362727	365630	2903
Pa8	366105	368863	2758
Pa8	368778	368877	99
Pa8	369063	370738	1675
Pa8	370744	370804	60
Pa8	370805	371080	275
Pa8	371197	371723	526
Pa8	372258	372510	252
Pa8	372571	373167	596
Pa8	378228	378327	99
Pa8	378583	378622	39
Pa8	380159	380209	50
Pa8	380653	380685	32
Pa8	384261	385129	868
Pa8	385187	386311	1124
Pa8	386314	386439	125
Pa8	386429	386491	62
Pa8	386458	386933	475
Pa8	386989	387081	92
Pa8	387270	387332	62
Pa8	387762	387805	43
Pa8	393173	393279	106
Pa8	393558	393679	121
Pa8	405055	405094	39
Pa8	408189	410419	2230
Pa8	410416	410665	249
Pa8	412814	413251	437
Pa8	416760	417044	284
Pa8	417978	418001	23
Pa8	418480	418852	372
Pa8	420284	420682	398
Pa8	423705	423923	218
Pa8	442991	443619	628
Pa8	454054	454291	237
Pa8	454946	455820	874
Pa8	461244	461661	417
Pa8	463701	463898	197
Pa8	463898	465567	1669
Pa8	465568	466213	645
Pa8	466049	473712	7663
Pa8	473714	474183	469
Pa8	474184	477879	3695
Pa8	477880	478284	404
Pa8	478615	478648	33
Pa8	481592	481611	19
Pa8	487442	487525	83
Pa8	492049	492135	86
Pa8	505421	505476	55
Pa8	505662	505732	70
Pa8	506100	506145	45
Pa8	515240	515845	605
Pa8	515906	516155	249
Pa8	516162	516398	236
Pa8	517435	517479	44
Pa8	523467	525071	1604
Pa8	525061	526249	1188
Pa8	525275	527164	1889
Pa8	532818	532854	36
Pa8	533494	533546	52
Pa8	533593	535079	1486
Pa8	535171	535777	606
Pa8	535473	536319	846
Pa8	536320	536895	575
Pa8	536912	537408	496
Pa8	537469	537718	249
Pa8	537713	538308	595
Pa8	538004	538610	606
Pa8	538702	540188	1486
Pa8	540235	540287	52
Pa8	541616	541665	49
Pa8	546007	546039	32
Pa8	546844	547057	213
Pa8	547119	547185	66
Pa8	547189	547630	441
Pa8	547629	548977	1348
Pa8	549068	550561	1493
Pa8	550562	550590	28
Pa8	550591	551522	931
Pa8	557958	557998	40
Pa8	558058	558099	41
Pa8	560930	561013	83
Pa8	575792	577650	1858
Pa8	577651	577982	331
Pa8	579328	579394	66
Pa8	582700	582735	35
Pa8	583115	583638	523
Pa8	583796	583874	78
Pa8	584120	584460	340
Pa8	584396	584469	73
Pa8	584999	586631	1632
Pa8	586639	587051	412
Pa8	587213	587340	127
Pa8	587461	587935	474
Pa8	588042	588441	399
Pa8	588583	588817	234
Pa8	588989	589022	33
Pa8	589599	589684	85
Pa8	600473	600532	59
Pa8	600870	600914	44
Pa8	611438	611606	168
Pa8	611622	616055	4433
Pa8	620938	620975	37
Pa8	621829	621849	20
Pa8	626469	626499	30
Pa8	629199	629556	357
Pa8	630093	630140	47
Pa8	630374	630443	69
Pa8	644894	644944	50
Pa8	646294	647189	895
Pa8	648630	648750	120
Pa8	650374	650398	24
Pa8	663597	663642	45
Pa8	669097	669221	124
Pa8	670033	670507	474
Pa8	670611	671004	393
Pa8	671065	671314	249
Pa8	671309	671593	284
Pa8	671594	671993	399
Pa8	671994	673211	1217
Pa8	673217	673860	643
Pa8	673696	681367	7671
Pa8	681369	681846	477
Pa8	681845	682030	185
Pa8	682031	684400	2369
Pa8	684455	684730	275
Pa8	684839	685458	619
Pa8	685458	685495	37
Pa8	685496	690302	4806
Pa8	690301	691688	1387
Pa8	691658	695442	3784
Pa8	695443	696272	829
Pa8	696273	698085	1812
Pa8	698086	698915	829
Pa8	698916	701399	2483
Pa8	701377	703883	2506
Pa8	703861	705506	1645
Pa8	705509	719235	13726
Pa8	719236	723771	4535
Pa8	723771	726630	2859
Pa8	726634	729296	2662
Pa8	729297	729811	514
Pa8	729806	731382	1576
Pa8	731368	734848	3480
Pa8	734847	735971	1124
Pa8	735968	736460	492
Pa8	736461	738360	1899
Pa8	738360	743169	4809
Pa8	743169	744267	1098
Pa8	744267	744713	446
Pa8	744714	746374	1660
Pa8	746366	750737	4371
Pa8	750745	755502	4757
Pa8	755503	755762	259
Pa8	755757	760657	4900
Pa8	760658	761512	854
Pa8	761511	761883	372
Pa8	761853	766172	4319
Pa8	766173	767933	1760
Pa8	767940	770083	2143
Pa8	770078	774870	4792
Pa8	774871	777026	2155
Pa8	777027	780709	3682
Pa8	780710	782063	1353
Pa8	782060	786156	4096
Pa8	786161	790970	4809
Pa8	790962	792559	1597
Pa8	792560	797340	4780
Pa8	797340	799306	1966
Pa8	799314	801237	1923
Pa8	801233	801329	96
Pa8	801308	801531	223
Pa8	801532	806307	4775
Pa8	806309	810881	4572
Pa8	810888	815416	4528
Pa8	815423	820199	4776
Pa8	820183	820255	72
Pa8	820254	824438	4184
Pa8	824422	824494	72
Pa8	824493	828161	3668
Pa8	828161	832154	3993
Pa8	832155	836418	4263
Pa8	836418	841214	4796
Pa8	841211	841733	522
Pa8	841734	842539	805
Pa8	842539	843072	533
Pa8	843038	844309	1271
Pa8	844292	844409	117
Pa8	844410	845414	1004
Pa8	845415	848121	2706
Pa8	848120	852914	4794
Pa8	852915	855001	2086
Pa8	855002	858695	3693
Pa8	858692	866677	7985
Pa8	866666	868193	1527
Pa8	868194	872194	4000
Pa8	872196	890294	18098
Pa8	890295	892737	2442
Pa8	892723	897541	4818
Pa8	897519	900022	2503
Pa8	900024	900848	824
Pa8	900849	902659	1810
Pa8	902648	905152	2504
Pa8	905155	906776	1621
Pa8	906778	913797	7019
Pa8	913798	914156	358
Pa8	914156	918936	4780
Pa8	918937	921453	2516
Pa8	921454	928701	7247
Pa8	928702	933493	4791
Pa8	933478	933558	80
Pa8	933559	934038	479
Pa8	934038	935031	993
Pa8	935028	936838	1810
Pa8	936841	938591	1750
Pa8	938592	944852	6260
Pa8	950653	950684	31
Pa8	950685	950700	15
Pa8	952194	952280	86
Pa8	953375	953418	43
Pa8	954674	954705	31
Pa8	958664	958700	36
Pa8	961931	962177	246
Pa8	966432	967155	723
Pa8	967436	967619	183
Pa8	967675	967733	58
Pa8	967735	968010	275
Pa8	968011	970382	2371
Pa8	970437	970712	275
Pa8	970877	971697	820
Pa8	971804	973184	1380
Pa8	973186	974311	1125
Pa8	974313	974606	293
Pa8	974749	974785	36
Pa8	975368	975424	56
Pa8	975849	975913	64
Pa8	975915	976190	275
Pa8	976197	976405	208
Pa8	976652	977226	574
Pa8	977437	977549	112
Pa8	984537	984570	33
Pa8	990913	991023	110
Pa8	994539	994576	37
Pa8	994579	994608	29
Pa8	1018786	1019625	839
Pa8	1019856	1020211	355
Pa8	1020210	1020687	477
Pa8	1020688	1020782	94
Pa8	1020783	1020795	12
Pa8	1020796	1020903	107
Pa8	1020905	1021063	158
Pa8	1021062	1021541	479
Pa8	1021542	1022080	538
Pa8	1022113	1022587	474
Pa8	1022598	1022935	337
Pa8	1023011	1023133	122
Pa8	1023131	1023601	470
Pa8	1023607	1024042	435
Pa8	1024043	1024731	688
Pa8	1024732	1026574	1842
Pa8	1029686	1030477	791
Pa8	1030534	1030682	148
Pa8	1030555	1030829	274
Pa8	1030831	1031116	285
Pa8	1031130	1032024	894
Pa8	1032151	1033073	922
Pa8	1033075	1034410	1335
Pa8	1034382	1034440	58
Pa8	1034407	1036766	2359
Pa8	1036765	1037235	470
Pa8	1037239	1050257	13018
Pa8	1050723	1050922	199
Pa8	1050922	1051397	475
Pa8	1051398	1051479	81
Pa8	1051481	1051545	64
Pa8	1051970	1052026	56
Pa8	1052609	1052645	36
Pa8	1052788	1053081	293
Pa8	1053083	1054107	1024
Pa8	1054109	1055489	1380
Pa8	1055596	1056472	876
